url,label,title,comments,created_time,updated_time,closed_time
https://github.com/OpenMined/PySyft/issues/3507,[],Adam and other stateful optimizers do not work on federated models,1,2020-05-12 10:01:05,2020-05-12 10:08:13,2020-05-12 10:08:12
https://github.com/OpenMined/PySyft/issues/3503,"['bug ', 'good first issue :mortar_board:', 'testing ']",Flaky test ```test_spinup_time```,2,2020-05-11 16:57:47,2020-05-24 20:15:42,2020-05-24 20:15:42
https://github.com/OpenMined/PySyft/issues/3478,"['bug ', 'status: stale :bread:']",Serialize a Torch Paillier Tensor with encrypted values ,8,2020-05-08 22:33:32,2020-07-26 15:30:11,2020-06-21 00:07:01
https://github.com/OpenMined/PySyft/issues/3471,"['bug ', 'testing ', 'status: stale :bread:', 'status: investigating :mag:']",`test_torch_tanh_approx` is flaky,4,2020-05-08 13:38:36,2020-07-05 00:08:48,2020-07-05 00:08:48
https://github.com/OpenMined/PySyft/issues/3467,"['bug ', 'testing ']",test_fit[gaussian_mixture-1-cpu] is flaky,4,2020-05-08 09:51:38,2020-05-31 14:17:50,2020-05-31 02:29:12
https://github.com/OpenMined/PySyft/issues/3464,['bug '],New PySyft workers are created with FSS `Plans` in their object storage,1,2020-05-07 17:57:13,2020-05-14 16:03:08,2020-05-14 16:03:08
https://github.com/OpenMined/PySyft/issues/3463,[],Value Error in torch_serde._detail_torch_tensor when calling async_fit from LAN WebSocketWorker,2,2020-05-07 16:09:13,2020-05-07 16:26:09,2020-05-07 16:26:09
https://github.com/OpenMined/PySyft/issues/3459,[],Syft and Jupyter have incompatible requirements for tornado,3,2020-05-07 07:51:22,2020-05-07 16:38:44,2020-05-07 13:20:12
https://github.com/OpenMined/PySyft/issues/3440,[],ImportError: cannot import name 'OperationMessage',1,2020-05-03 02:12:48,2020-05-03 05:16:57,2020-05-03 05:16:57
https://github.com/OpenMined/PySyft/issues/3439,"['bug ', 'status: stale :bread:']",flatten() removes the object!,7,2020-05-02 15:54:28,2020-06-11 00:06:14,2020-06-11 00:06:14
https://github.com/OpenMined/PySyft/issues/3401,"['bug ', 'good first issue :mortar_board:', 'testing ', 'status: stale :bread:']",`test_torch_tanh_approx` is flaky,2,2020-04-24 13:32:40,2020-06-16 00:06:39,2020-06-16 00:06:39
https://github.com/OpenMined/PySyft/issues/3400,[],"TypeError: expected str, bytes or os.PathLike object, not PosixPath",1,2020-04-24 08:49:19,2020-04-25 19:38:36,2020-04-25 19:38:35
https://github.com/OpenMined/PySyft/issues/3388,[], syft.exceptions.UndefinedProtocolTypeError: syft.execution.placeholder_id.PlaceholderId is not defined in the protocol file,3,2020-04-22 03:47:23,2020-04-24 05:01:36,2020-04-24 05:01:35
https://github.com/OpenMined/PySyft/issues/3382,"['bug ', 'status: stale :bread:']",PySyft Tensor shape and size() call returns different values,7,2020-04-21 13:55:20,2020-09-24 18:11:17,2020-07-05 00:08:50
https://github.com/OpenMined/PySyft/issues/3369,[],securenn.maxpool2d isn't implemented appropriately,1,2020-04-17 12:04:29,2020-04-17 19:39:58,2020-04-17 19:39:58
https://github.com/OpenMined/PySyft/issues/3355,"['bug ', 'testing ']",`test_local_remote_gradient_clipping` is flaky,1,2020-04-14 14:28:43,2020-04-14 17:37:51,2020-04-14 17:37:51
https://github.com/OpenMined/PySyft/issues/3349,[],"Vanilla FL: Adam optimizer doesn't work but SGD does, problem with add_()",4,2020-04-13 09:23:58,2020-05-27 08:23:52,2020-05-27 08:23:52
https://github.com/OpenMined/PySyft/issues/3344,"['bug ', 'testing ']",`test_instantiate_tfe_layer` is flaky,10,2020-04-12 15:44:42,2020-04-15 14:43:06,2020-04-15 14:43:05
https://github.com/OpenMined/PySyft/issues/3333,[],Need changes in Experimental notebook for PaillierTensor,4,2020-04-09 20:03:04,2020-04-19 15:08:51,2020-04-19 15:08:51
https://github.com/OpenMined/PySyft/issues/3331,[],Tutorial Part 05 Welcome to Sandbox- module scipy._lib not found,2,2020-04-09 12:27:23,2020-04-12 14:54:11,2020-04-12 14:54:11
https://github.com/OpenMined/PySyft/issues/3330,[],Requirements need updates,1,2020-04-09 12:26:56,2020-04-09 15:51:16,2020-04-09 15:50:56
https://github.com/OpenMined/PySyft/issues/3312,[],AttributeError: module 'syft.grid' has no attribute 'WebsocketGridClient',1,2020-04-06 11:47:42,2020-04-29 15:22:16,2020-04-29 15:22:16
https://github.com/OpenMined/PySyft/issues/3289,[],Jupyter Notebook Version Conflict Following Conda Installation Instructions,1,2020-04-01 17:27:44,2020-04-03 15:14:29,2020-04-03 15:14:29
https://github.com/OpenMined/PySyft/issues/3282,[],"Error abou x.encrypt(protocol=""paillier"", public_key=pub)",4,2020-03-31 13:01:59,2020-04-01 09:10:41,2020-04-01 09:10:41
https://github.com/OpenMined/PySyft/issues/3272,[],Dependency SkLearn (used by Sandbox in Tutorial 5) is missing at notebook requirements,6,2020-03-29 20:34:59,2020-04-12 15:39:18,2020-04-12 15:39:18
https://github.com/OpenMined/PySyft/issues/3261,['bug '],fix_precision() is inplace when applied to a pointer tensor.,3,2020-03-27 13:48:18,2020-03-31 19:44:14,2020-03-31 19:44:14
https://github.com/OpenMined/PySyft/issues/3260,[],Websocket Secure error SSL: CERTIFICATE_VERIFY_FAILED,6,2020-03-27 13:35:41,2020-04-05 09:27:31,2020-04-01 08:08:54
https://github.com/OpenMined/PySyft/issues/3259,['bug '],Indexing pointer tensors with a list,1,2020-03-27 12:46:06,2020-04-07 13:59:24,2020-04-07 13:59:24
https://github.com/OpenMined/PySyft/issues/3250,['bug '],Cannot find dataset pointers sent to a remote client ,1,2020-03-24 05:52:09,2020-04-29 15:13:27,2020-04-29 15:13:27
https://github.com/OpenMined/PySyft/issues/3245,['bug '],Error with PySyft federated learning remote worker ,3,2020-03-23 11:26:37,2020-05-05 18:44:08,2020-05-05 18:44:08
https://github.com/OpenMined/PySyft/issues/3228,[],Update our custom crypten load to only wrap the original one,1,2020-03-19 19:10:03,2020-04-18 14:40:15,2020-04-18 14:40:15
https://github.com/OpenMined/PySyft/issues/3214,['bug '],Fix parameter serialization,1,2020-03-17 23:33:26,2020-03-27 13:17:25,2020-03-27 13:17:25
https://github.com/OpenMined/PySyft/issues/3209,[],No module named 'syft.federated.floptimizer',4,2020-03-17 13:23:15,2020-03-19 16:10:03,2020-03-19 16:10:03
https://github.com/OpenMined/PySyft/issues/3208,[],Setting requires_grad as True in Pysyft/examples/tutorials/Part 02 - Intro to Federated Learning.ipynb,2,2020-03-17 12:35:20,2020-03-18 11:30:57,2020-03-18 11:30:57
https://github.com/OpenMined/PySyft/issues/3207,"['bug ', 'status: stale :bread:']",Inconsistency in remote_send and remote_get operations,1,2020-03-17 05:58:10,2020-05-22 00:04:56,2020-05-22 00:04:56
https://github.com/OpenMined/PySyft/issues/3183,"['bug ', 'status: stale :bread:']",KeyError: 'evaluate',3,2020-03-12 05:45:49,2020-05-22 00:05:00,2020-05-22 00:05:00
https://github.com/OpenMined/PySyft/issues/3180,['bug '],Runtime Error asking all parameters to have requires_grad=True,6,2020-03-11 15:34:39,2020-03-16 12:32:12,2020-03-16 12:32:12
https://github.com/OpenMined/PySyft/issues/3174,[],UnicodeDecodeError trying to get the loss back,1,2020-03-10 17:29:20,2020-03-12 11:11:30,2020-03-12 11:11:30
https://github.com/OpenMined/PySyft/issues/3152,"['bug ', 'good first issue :mortar_board:']",Installation error: invalid command 'udacity',4,2020-03-06 23:47:27,2020-03-17 14:13:32,2020-03-17 14:13:32
https://github.com/OpenMined/PySyft/issues/3151,[],ERROR while syft[udacity] installation via pip in conda env,1,2020-03-06 22:56:28,2020-03-07 00:30:50,2020-03-07 00:30:50
https://github.com/OpenMined/PySyft/issues/3131,[],Sigmoid in SMPC failing for some shapes,3,2020-03-02 15:50:38,2020-03-22 13:49:22,2020-03-22 13:49:22
https://github.com/OpenMined/PySyft/issues/3112,[],Error installing PySyft(syft package),9,2020-02-27 11:37:09,2020-03-20 23:04:34,2020-03-20 23:04:33
https://github.com/OpenMined/PySyft/issues/3105,[],Custom federated learning network (LSTM),1,2020-02-26 10:40:47,2020-11-09 23:12:07,2020-02-26 10:55:47
https://github.com/OpenMined/PySyft/issues/3102,[],syft.exceptions.UndefinedProtocolTypeError: syft.messaging.message.Operation is not defined in the protocol file,5,2020-02-26 06:14:27,2020-03-18 15:51:57,2020-03-18 15:51:57
https://github.com/OpenMined/PySyft/issues/3095,[],TypeError in compute_q_noisy_max_approx function,2,2020-02-25 16:22:55,2020-02-26 05:20:38,2020-02-26 05:20:38
https://github.com/OpenMined/PySyft/issues/3091,[],AttributeError: module 'syft.messaging' has no attribute 'plan',3,2020-02-24 13:41:34,2020-03-14 14:17:42,2020-03-14 14:17:42
https://github.com/OpenMined/PySyft/issues/3079,[],Attribute error,8,2020-02-21 08:09:44,2020-02-25 17:40:13,2020-02-25 17:40:13
https://github.com/OpenMined/PySyft/issues/3063,[],Asynchronous FL on MNIST: call WebsocketClientWorker evaluate() method causes error,12,2020-02-18 15:33:40,2020-03-17 14:22:48,2020-03-17 14:22:48
https://github.com/OpenMined/PySyft/issues/3045,[],Try fix problem regarding to {RuntimeError} in Ch06 (please see detail thanks),1,2020-02-10 14:19:30,2020-02-10 14:25:54,2020-02-10 14:25:54
https://github.com/OpenMined/PySyft/issues/3043,[],"Create a syft.load(tensor, src=worker_id) functionality",2,2020-02-10 08:30:05,2020-04-02 13:54:29,2020-04-02 13:54:29
https://github.com/OpenMined/PySyft/issues/3040,[],AttributeError: module 'torch' has no attribute 'quint8',1,2020-02-10 02:43:18,2020-02-10 13:08:00,2020-02-10 03:04:03
https://github.com/OpenMined/PySyft/issues/3027,[],Investigate alternatives to Plans,5,2020-02-07 21:44:10,2020-05-21 12:50:21,2020-05-21 12:50:21
https://github.com/OpenMined/PySyft/issues/3019,[],Websocket worker start Error,3,2020-02-06 08:46:19,2020-03-29 21:41:06,2020-03-15 11:31:48
